train_id,name,item_condition_id,brand_name,price,shipping,item_description,category_1,category_2,category_3,log_price,ship_chr,brand,model,year,origin_price ($),origin_price_sub_min,origin_price_sub_median,memory(GB),CPU (type),new_cpu,CPU (GHz),OS version,screen inch,storage (GB),cellular (YN),accessories (YN),accessories,locked (YN),etc,cpu_cnt,GHz,ship_fee_included
553400,"Samsung Galaxy Tab A 7"" SM-T280 40gb",3,Samsung,69,0,Looks New. Well taken care Galaxy tab with Box and leather case and charger. This is 8gb tablet plus 32gb micro sd memory card,Electronics,Computers & Tablets,iPad,4.234106505,paid,Samsung,Tab A,2016.0,329,329.0,329.0,1.5,Quad core,quad core,1.3 GHz,Android 5.1.1,7.0,8.0,N,N,,N,,4.0,1.3,Yes
558942,"Samsung Galaxy Tab A 7"" 8GB Wifi Black",1,Samsung,81,0,"PRICE IS NOT UP FOR NEGOTIATIONS. Offer anything less than the asking price and you will be BLOCKED! Brand New Samsung Galaxy Tab A Specifications: 7"" display Built in camera for photos and videos Android 5.1 lollipop Built in memory of 8GB Expandable storage: 200GB Up to 11 hrs battery life Front camera: 2MP Rear camera: 5MP Dimension: 4.27"" W x 7.35"" H x 0.34"" D Weighs: 0.61 lbs Bluetooth WiFi Includes: Tablet Travel adapter Micro USB cable Quick start Guide NO FREE SHIPPING. PLEASE DO NOT ASK! PET AND SMOKE FREE HOME",Electronics,Computers & Tablets,iPad,4.394449155,paid,Samsung,Tab A,2016.0,329,329.0,329.0,1.5,Quad core,quad core,1.3 GHz,Android 5.1.1,7.0,8.0,N,N,,N,,4.0,1.3,Yes
561811,Samsung Tab 3 Lite SM-T110,2,Samsung,50,0,"Preowned. Like New Condition! Works perfectly. Includes Used case and keypad. The new 7-inch?퍁ablet?팱s packed with a 1.2GHz dual-core processor, 1GB of RAM, 8GB of storage, a 2-megapixel rear camera, and Android 4.2 Jelly Bean",Electronics,Computers & Tablets,iPad,3.912023005,paid,Samsung,Tab 3 Lite,2015.0,159.99,159.99,159.99,1.0,Quad core,quad core,1.3 GHz,Android 4.4.4,7.0,8.0,N,Y,case \ keypad,N,,4.0,1.3,Yes
564346,"Samsung 10.1"" 16gb Galaxy Tab",2,Samsung,106,0,"LIKE NEW!!!! Samsung Galaxy Tab 3 GT-P5210 16 GB Tablet - 10.1"" - Wireless LAN - Intel Atom Z2560 Dual-core (2 Core) 1.60 GHz - White - 1 GB RAM - Android 4.2.2 Jelly Bean - Slate - 1280 x 800 16:10 Display - Bluetooth - GPS - 1 x Total Micro USB Ports - Front Camera/Webcam - 3 Megapixel Rear Camera",Electronics,Computers & Tablets,iPad,4.663439094,paid,Samsung,Tab 3,2013.0,399,399.0,399.0,1.0,Dual core,dual core,1.6 GHz,Android 4.2.2,10.1,16.0,N,N,,N,,2.0,1.6,Yes
567031,"Samsung Galaxy Tab E BNIB 8"" 16 GB Blk",1,Samsung,126,0,"BNIB, only opened for pics! Retail [rm]!! Bundle & Save! Color ~ Black Size ~ 8"" with WXGA (1280 x 800) resolution 16 GB, Micro SD Card Slot for up to 128 GB Android 5.1 Lollipop, WiFi Kid Friendly, Streaming Media Quad Core, Energy Star Bluetooth, USB Port, GPS enabled Easily browse the Web & stay entertained with this tablet, which features a 8"" display that's large enough to watch movies & TV shows & small enough to take on the go. Plus, you can record videos & snap photos with the 5.0MP rear-facing & 2.0MP front-facing cameras. ?猶븈oductivity & entertainment at your fingertips ?猶늨wnload apps, games, movies, music & eBooks from Google Play ?猶뇄oud integration provides a seamless experience across all Android devices Dual HD cameras for photos & face2face chat ??.0MP front camera & 5.0MP autofocus rear camera ??x digital zoom ??퐄deo recording up to 1280 x 720 at 30 fps ?議삳폏 Included in Box ?議삳폏 ?猶땇laxy Tab E ?猶셱avel Adapter ?猶춊croUSB Cable ?猶뻰ick Start Guide",Electronics,Computers & Tablets,iPad,4.836281907,paid,Samsung,Tab E,2016.0,150,150.0,150.0,1.5,Quad core,quad core,1.3 GHz,Android 5.1.1,8.0,16.0,N,N,,N,,4.0,1.3,Yes
576939,Samsung Galaxy Tab 3 8GB,3,Samsung,62,0,"Great Condition! No damages or scratches on the screen! It's a few years old but still works great! It has never been dropped! Has a front camera, back camera, connects to wifi (no monthly plan needed). It has only been used at home.",Electronics,Computers & Tablets,iPad,4.127134385,paid,Samsung,Tab 3,2014.0,199,199.0,199.0,1.0,Dual core,dual core,1.2 GHz,Android 4.2,7.0,8.0,N,N,,N,,2.0,1.2,Yes
579893,Galaxy tab s2,1,Samsung,216,0,No description yet,Electronics,Computers & Tablets,iPad,5.375278408,paid,Samsung,Tab s2,2015.0,399,399.0,399.0,3.0,Octa core,octa core,4x1.9 GHz & 4x1.3 GHz ,Android 5.0.2,8.0,16.0,N,N,,N,,8.0,1.6,Yes
581438,Samsung Galaxy Tab A Tablet,2,Samsung,76,0,7 inch screen Used for only a couple days,Electronics,Computers & Tablets,iPad,4.33073334,paid,Samsung,Tab A,2016.0,329,329.0,329.0,1.5,Quad core,quad core,1.3 GHz,Android 5.1.1,7.0,8.0,N,N,,N,,4.0,1.3,Yes
582545,Samsung Galaxy Tablet,3,Samsung,46,0,Samsung Galaxy Tab 3 8.0 (Wi-Fi) w/ case Only a couple of scratches but ABSOLUTELY NO CRACKS Only used a few times Works perfectly fine Comes with case,Electronics,Computers & Tablets,iPad,3.828641396,paid,Samsung,Tab 3,2013.0,299,299.0,299.0,1.5,Dual core,dual core,1.5 GHz,Android 4.2.2,8.0,16.0,N,Y,case,N,,2.0,1.5,Yes
584829,Samsung tab model SM-T210R,3,Samsung,71,0,In very good shape near like new condition Had for a year Refer to pics for details On sale for [rm] refurbished on site I purchased from originally [rm] Some minor light scratches No scratches No company Tablet uses wifi Very minor scratches/nics Good shape near like new condition No charger Works fine,Electronics,Computers & Tablets,iPad,4.262679877,paid,Samsung,Tab 3,2014.0,199,199.0,199.0,1.0,Dual core,dual core,1.2 GHz,Android 4.2,7.0,8.0,N,N,,N,,2.0,1.2,Yes
586399,Samsung White Galaxy Tab S2 - like new,3,Samsung,186,0,"Barely used. Used maybe a total of a month. Have an iPad and don't need both. Has been fully factory reset, works perfectly. No scratches, no broken screen or edges. 32gb, 8"" Feel free to make offers or ask to bundle items for cheaper shipping.",Electronics,Computers & Tablets,iPad,5.225746674,paid,Samsung,Tab S2,2015.0,399 ~,399.0,399.0,3.0,Octa core,octa core,4x1.9 GHz & 4x1.3 GHz ,Android 5.0.2,8.0,32.0,N,N,,N,,8.0,1.6,Yes
589671,Samsung Galaxy Tab 4,2,Samsung,110,1,"White, 16 GB, 8"", WiFi + 4G. Comes with Charger and cord. Screen Protector included. Free Shipping.",Electronics,Computers & Tablets,iPad,4.700480366,free,Samsung,Tab 4,2014.0,269.99,269.99,269.99,1.5,Quad core,quad core,1.2 GHz,Android 4.4.2,8.0,16.0,Y,Y,Charger \ cord\ Screen Protector,N,,4.0,1.2,No
590441,Samsung Galaxy Tab A 16 GB,2,Samsung,70,1,No description yet,Electronics,Computers & Tablets,iPad,4.248495242,free,Samsung,Tab A,2016.0,329,329.0,329.0,1.5,Quad core,quad core,1.3 GHz,Android 5.1.1,7.0,8.0,N,N,,N,,4.0,1.3,No
597726,"Samsung Galaxy Tab 4 16GB 10.1"" Tablet",2,Samsung,151,0,"Price is firm!!!! on a Samsung Galaxy Tab 4/ Wi-Fi w/ expandable memory up to 64GB 10.1"" Tablet",Electronics,Computers & Tablets,iPad,5.017279837,paid,Samsung,Tab 4,2014.0,349.99,349.99,349.99,1.5,Quad core,quad core,1.2 GHz,Android 4.4.2,10.1,16.0,N,N,,N,,4.0,1.2,Yes
603112,Samsung Galaxy Tab S2 64 GB Black,2,Samsung,251,0,Got from my grandfather. He used for a total of two months and asked me to sell it. I'm not tech savvy and use only apple products so I have no use for it ! Offers accepted !,Electronics,Computers & Tablets,iPad,5.525452939,paid,Samsung,Tab S2,2015.0,399 ~,399.0,399.0,3.0,Octa core,octa core,4x1.9 GHz & 4x1.3 GHz ,Android 5.0.2,8.0,64.0,N,N,,N,,8.0,1.6,Yes
604759,Samsung Galaxy Tab 3,2,Samsung,85,1,"8.0"" screen size WIFI ready 16GB brand new Color: brown and gold This tablet is brand new, I just so happen to receive two of them at once and passed the deadline to return it. In store the cheapest price I've found is [rm] I will include the Targus flip cover standing case for free! ([rm]) Only thing not included is the charger. However, all Samsung chargers are compatible! I purchased it from an Office Depot so there is no specific carrier associated with it!",Electronics,Computers & Tablets,iPad,4.442651256,free,Samsung,Tab 3,2013.0,299,299.0,299.0,1.5,Dual core,dual core,1.5 GHz,Android 4.2.2,8.0,16.0,N,Y,case \ charger,N,,2.0,1.5,No
609372,Samsung Galaxy Tab 3,3,Samsung,56,0,"Great condition 7 inch tab 3, wifi only. Does not come with charger but will be fully charged when shipped. There are no cracks or chips on the screen, there has always been a screen protector in it. Will be reset to factory direct upon purchase. 8 gb. Box included.",Electronics,Computers & Tablets,iPad,4.025351691,paid,Samsung,Tab 3,2014.0,199,199.0,199.0,1.0,Dual core,dual core,1.2 GHz,Android 4.2,7.0,8.0,N,Y,Screen Protector,N,,2.0,1.2,Yes
620442,Samsung galaxy tab 2,3,Samsung,36,0,7 inch tablet.. Cellular data capable on Verizon. Clean imei.. 2 available. Comes with USB cable.. must use high wattage power box to charge.,Electronics,Computers & Tablets,iPad,3.583518938,paid,Samsung,Tab 2,2012.0,250,250.0,250.0,1.0,Dual core,dual core,1.0 GHz,Android 4.0.3,7.0,8.0,Y,Y,USB cable,N,,2.0,1.0,Yes
623056,Samsung Galaxy Tab 4,2,Samsung,60,0,"Samsung Galaxy Tab 4 7.0 8GB. Brand new, never used. With protective case.",Electronics,Computers & Tablets,iPad,4.094344562,paid,Samsung,Tab 4,2014.0,199.99,199.99,199.99,1.5,Quad core,quad core,1.2 GHz,Android 4.4.2,7.0,8.0,N,Y,case,N,,4.0,1.2,Yes
623586,Samsung Galaxy Tablet,4,Samsung,36,1,"Bought it from Best Buy. Used until I upgraded to a iPad. Works fine , but I broke the charger. Message Me For Negotiations, Or Price Suggestions.",Electronics,Computers & Tablets,iPad,3.583518938,free,Samsung,,,,,,,,,,,,,N,N,,N,Unknown (no info),,nan,No
650472,Samsung galaxy tab 2 SGH-T779,2,Samsung,76,0,Samsung galaxy tab 2 Model number SGH-T779 4.1.2 android IMEI is clean see last picture TMOBILE 4G 16gb wifi Comes with a otter box retail price is 55$ Tablet hardly ever used only removed from the otter box for pictures Factory reset when purchased,Electronics,Computers & Tablets,iPad,4.33073334,paid,Samsung,Tab 2,2012.0,250,250.0,250.0,1.0,Dual core,dual core,1.0 GHz,Android 4.0.3,7.0,16.0,N,N,,N,,2.0,1.0,Yes
655342,Samsung Tab 3 Lite 7.0,5,Samsung,23,0,Wi-Fi only. PARTS OR REPAIR ONLY I bought this 2 months ago and it just wouldn't power on one day. It won't charge or power on for me. Practically brand new.,Electronics,Computers & Tablets,iPad,3.135494216,paid,Samsung,Tab 3 Lite,2015.0,159.99,159.99,159.99,1.0,Quad core,quad core,1.3 GHz,Android 4.4.4,7.0,8.0,N,N,,N,,4.0,1.3,Yes
657704,Used samsung galaxy 8.9 tablet,3,Samsung,41,0,Used samsung galaxy 8.9 tablet model p7300 in good condition sorry no case Here us what you get 1. 8.9 tablet 2 . Sleeve case 3. Stylus pen 4. Charging cable,Electronics,Computers & Tablets,iPad,3.713572067,paid,Samsung,Tab 8.9,2011.0,469,469.0,469.0,1.0,Dual core,dual core,1.0 GHz,Android 3.0,8.9,16.0,N,Y,case \ pen \ charging cable,N,,2.0,1.0,Yes
659281,Samsung Galaxy Tab 3 LITE,4,Samsung,40,1,Has a line fracture on glass at top (see 3rd photo) barely seen when screen is on (see 2nd photo). Some surface scratches on screen and wear around edge of tablet. Good for kids tablet and will come with kids case and USB cord to charge with.,Electronics,Computers & Tablets,iPad,3.688879454,free,Samsung,Tab 3 Lite,2015.0,159.99,159.99,159.99,1.0,Quad core,quad core,1.3 GHz,Android 4.4.4,7.0,8.0,N,N,,N,,4.0,1.3,No
669230,Samsung Galaxy tab 3 Lite,2,Samsung,66,0,Basically brand new tab I found one I really wanted,Electronics,Computers & Tablets,iPad,4.189654742,paid,Samsung,Tab 3 Lite,2015.0,159.99,159.99,159.99,1.0,Quad core,quad core,1.3 GHz,Android 4.4.4,7.0,8.0,N,N,,N,,4.0,1.3,Yes
677543,Samsung Galaxy tab 3 lite,2,Samsung,66,0,Barely used I have a phone and computer so just don't use it,Electronics,Computers & Tablets,iPad,4.189654742,paid,Samsung,Tab 3 Lite,2015.0,159.99,159.99,159.99,1.0,Quad core,quad core,1.3 GHz,Android 4.4.4,7.0,8.0,N,N,,N,,4.0,1.3,Yes
686049,Samsung Galaxy Tab 3 lite,3,Samsung,46,0,Fully functional Samsung Galaxy Tab 3 lite 16gb black. Has minor signs of damage and scratches. Comes with brand new cube and charger. Completely formatted and ready for use.,Electronics,Computers & Tablets,iPad,3.828641396,paid,Samsung,Tab 3 Lite,2015.0,159.99,159.99,159.99,1.0,Quad core,quad core,1.3 GHz,Android 4.4.4,7.0,16.0,N,Y,cube \ charger,N,,4.0,1.3,Yes
691574,Samsung Galaxy Tab4 Nook,3,Samsung,54,0,"Gently used galaxy tab4. It's a book by Barnes and Noble edition. 8 GB with expandable memory capabilities. It has no scratched or cracks on the screen. Front and rear facing camera. Original box, charger, manual, a navy blue stand cover, and a purple kimono sleeve.",Electronics,Computers & Tablets,iPad,3.988984047,paid,Samsung,Tab 4,2014.0,199.99,199.99,199.99,1.5,Quad core,quad core,1.2 GHz,Android 4.4.2,7.0,8.0,N,Y,charger \ cover \ sleeve,N,,4.0,1.2,Yes
736794,samsung galaxy tab 4,2,Samsung,59,0,perfect condition barely use no cracks or scratches,Electronics,Computers & Tablets,iPad,4.077537444,paid,Samsung,Tab 4,2014.0,,,,1.5,Quad core,quad core,1.2 GHz,Android 4.4.2,,,N,N,,N,Unknown (no info),4.0,1.2,Yes
741538,It is a almost new Samsung Galaxy tab A,2,Samsung,121,0,"It is a Samsung Galaxy tablet with case. 7.0, 8gb, WiFi silver color. It is a month old. I paid [rm] for it. But I got a new tablet when I got a new phone, so now I have 2. Firm",Electronics,Computers & Tablets,iPad,4.795790546,paid,Samsung,Tab A,2016.0,329,329.0,329.0,1.5,Quad core,quad core,1.3 GHz,Android 5.1.1,7.0,8.0,N,N,,N,,4.0,1.3,Yes
741987,Galaxy tab 2,3,Samsung,45,1,Samsung Galaxy Tab GT-P3113TS 7in Wi-Fi Only 8GB no gmail account ~Ships same or next day ~From a smoke & pet free home,Electronics,Computers & Tablets,iPad,3.80666249,free,Samsung,Tab 2,2012.0,250,250.0,250.0,1.0,Dual core,dual core,1.0 GHz,Android 4.0.3,7.0,8.0,N,N,,N,,2.0,1.0,No
747865,Samsung Galaxy View,2,Samsung,156,0,1920 x 1080 夷?Android 夷?Wi-Fi Only 夷?Samsung 夷?18.4 in screen Great for entertainment purposes.,Electronics,Computers & Tablets,iPad,5.049856007,paid,Samsung,Galaxy View,2015.0,599,599.0,599.0,2.0,Octa-core,octa core,1.6 GHz,Android 5.1.1,18.4,32.0,N,N,N,N,,8.0,1.6,Yes
780878,Samsung Tab A 9.7 inch wifi only,3,Samsung,109,0,***Today ONly*** after today I will take it down and keep Excellent tab nothing wrong scratches on the back normal wear other than that everything perfect screen etc serious inquiries only no box just tab and charger,Electronics,Computers & Tablets,iPad,4.691347882,paid,Samsung,Tab A,2015.0,329,329.0,329.0,1.5,Quad core,quad core,1.2 GHz,Android 5.0,9.7,16.0,N,Y,charger,N,,4.0,1.2,Yes
794723,Samsung Galaxy Tab 2 (7-Inch) 2012 Mod,3,Samsung,36,0,"Samsung Galaxy Tab 2 Titanium Silver 8 GB...This sleek and stylish tablet offers you bright and clear high-quality visuals through its 7"" display great for watching movies or video streams on the go. It also offers smooth and easy navigation through controls contents and applications as it features its capacitive touchscreen display. It has two scratches on the corners (see picture) but comes with the charger! No scratches on screen and works in perfect condition.",Electronics,Computers & Tablets,iPad,3.583518938,paid,Samsung,Tab 2,2012.0,250,250.0,250.0,1.0,Dual core,dual core,1.0 GHz,Android 4.0.3,7.0,8.0,N,Y,charger,N,,2.0,1.0,Yes
796593,Samsung - Galaxy Tab 4 8.0.,2,Samsung,116,0,"Samsung - Galaxy Tab 4 8.0 Wi-Fi + 4G LTE - White. With Wi-Fi and 4G LTE speed, this Samsung SM-T337AZWAATT tablet makes it simple to connect to the Internet both at home and on the go, so you can access e-mail, social media, Web sites and more. The 8"" touch screen lets you navigate content with ease. *Box not included*",Electronics,Computers & Tablets,iPad,4.753590191,paid,Samsung,Tab 4,2014.0,269.99,269.99,269.99,1.5,Quad core,quad core,1.2 GHz,Android 4.4.2,8.0,16.0,Y,N,,N,,4.0,1.2,Yes
803921,Samsung CE 0168 7 inch tablet,4,Samsung,15,1,Samsung tablet can be used for parts or fixed whomever have the time to do so it will not turn on it will show on the screen charging but will not power on. It will come with the USB cable Wifi capability An can input a SD card MUST GO!!! SERIOUS INQUIRES ONLY,Electronics,Computers & Tablets,iPad,2.7080502010000003,free,Samsung,CE 0168 ,2010.0,,,,0.512,Samsung Exynos 3110,single core,1.0 GHz,Android 2.2,7.0,2.0,N,N,N,N,,1.0,1.0,No
819083,Galaxy tab 4.0,2,Samsung,46,0,"Barely used, no scratches or cracks Prices are negotiable 8gb Comes in original box with manual",Electronics,Computers & Tablets,iPad,3.828641396,paid,Samsung,Tab 4,2014.0,199.99,199.99,199.99,1.5,Quad core,quad core,1.2 GHz,Android 4.4.2,7.0,8.0,N,N,,N,,4.0,1.2,Yes
830907,Samsung galaxy tab 3 7 inch tablet,2,Samsung,76,0,"Samsung galaxy tab 3 Like New has been in case and has had a screen protector on it since the day I got it. Has only been out of the house a few times 7 inch screen Android KITKAT 4.4.2 operating system Wi-Fi capable Bluetooth Hotspot if connected to 4g Includes case that is purple with white poka-dots screen protector is affixed to the screen There are a few tiny bubbles in the screen protector, but you can't even tell. The screen protector can be replaced for a few dollars if they bother you. Charges with any micro USB cord Was originally connected to Sprint and can be added to any Sprint acct. *** DOESN'T COME WITH FACTORY CHARGER*** I can throw in a New in package 6ft micro USB cord if wanted. You'll just have to supply your own power source. Tags: Tablet, iPad, iPod, Android, iphone, computer, galaxy, tab, Samsung, Apple, cell phone",Electronics,Computers & Tablets,iPad,4.33073334,paid,Samsung,Tab 3,2014.0,199,199.0,199.0,1.0,Dual core,dual core,1.2 GHz,Android 4.2,7.0,8.0,N,Y,Screen Protectro ,N,,2.0,1.2,Yes
840374,"Samsung Galaxy 2 Tab, 10.1",3,Samsung,75,1,"OS Android??4.0, Ice Cream Sandwich Battery, Usage Up to 12 Hours* Internal Memory (User Memory Is Less Than The Total Memory Due To Storage Of The Operating System And Software Used To Operate The Features. Actual User Memory Will Vary Depending On The Operator And May Change After Software Upgrades Are Performed.) 16GB ROM Main Display Resolution 1280 x 800 Pixel Main Display Size 10.1"" Full Specifications Category Type ? Galaxy Tab Carrier Type ? AT&T Form Factor Form Factor Touchscreen OS OS Android??4.0, Ice Cream Sandwich Size Weight ? 20.70 oz. Product Dimensions (Inches) ? 10.1"" x 6.9"" x .38"" Camera Camera Resolution (Rear) ? 3.0MP Features Camcorder HD Recording HD Playback Shot Modes: Effects, ISO, Scene Mode, Shooting Mode, White Balance, etc. Battery Battery, Standby ? Up to 624 Hours* Battery, Usage Up to 12 Hours* Battery Type And Size 7000mAh Memory Internal Memory Network",Electronics,Computers & Tablets,iPad,4.317488114,free,Samsung,Tab 2,2012.0,399.99,399.99,399.99,1.0,Dual core,dual core,1.0 GHz,Android 4.0.3,10.1,16.0,N,N,,N,,2.0,1.0,No
844441,Samsung Galaxy Tab 3 For Parts,5,Samsung,12,1,It can turn on so might be able to be used for parts,Electronics,Computers & Tablets,iPad,2.48490665,free,Samsung,Tab 3,,,,,,,,,,,,N,N,,N,Unknown (no info),,nan,No
868086,Samsung Galaxy tab A (2016),2,Samsung,61,0,New condition. Comes with charger and fake leather pouch. 7inces only wifi compatible. 8GB of memory. Originally 150.00 dollars. This is an excellent deal!!!,Electronics,Computers & Tablets,iPad,4.110873863999998,paid,Samsung,Tab A,2016.0,329,329.0,329.0,1.5,Quad core,quad core,1.3 GHz,Android 5.1.1,7.0,8.0,N,Y,fake leather pouch,N,,4.0,1.3,Yes
872420,Samsung galaxy tab 4 for parts,5,Samsung,26,0,Thus item is parts only. Needs a new screen and possibly charging port. Usps smashed it in shipping so im just trying to get some of my money back.,Electronics,Computers & Tablets,iPad,3.258096538,paid,Samsung,Tab 4,2014.0,,,,1.5,Quad core,quad core,1.2 GHz,Android 4.4.2,,,N,N,,N,Unknown (no info),4.0,1.2,Yes
